# name|moods|minutes|difficulty|description|image|ingredients-json|steps-json
番茄煨鳕鱼块海鲜菇|低落,疲惫,想家|28|简单|鳕鱼块和海鲜菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鳕鱼块 300g","海鲜菇 180g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鳕鱼块切块并擦干，海鲜菇切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入海鲜菇煮5分钟，再轻轻放入鳕鱼块。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鳕鱼块娃娃菜|平静,满足,期待|20|简单|鳕鱼块和娃娃菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鳕鱼块 300g","娃娃菜 250g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鳕鱼块吸干水分，娃娃菜切好铺在耐热盘底。","把鳕鱼块放在娃娃菜上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鳕鱼块娃娃菜|低落,疲惫,想家|28|简单|鳕鱼块和娃娃菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鳕鱼块 300g","娃娃菜 250g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鳕鱼块切块并擦干，娃娃菜切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入娃娃菜煮5分钟，再轻轻放入鳕鱼块。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鳕鱼块西兰花|平静,满足,期待|20|简单|鳕鱼块和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鳕鱼块 300g","西兰花 220g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鳕鱼块吸干水分，西兰花切好铺在耐热盘底。","把鳕鱼块放在西兰花上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鳕鱼块西兰花|低落,疲惫,想家|28|简单|鳕鱼块和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鳕鱼块 300g","西兰花 220g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鳕鱼块切块并擦干，西兰花切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入西兰花煮5分钟，再轻轻放入鳕鱼块。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鲈鱼片番茄|平静,满足,期待|20|简单|鲈鱼片和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","番茄 300g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鲈鱼片吸干水分，番茄切好铺在耐热盘底。","把鲈鱼片放在番茄上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鲈鱼片番茄|低落,疲惫,想家|28|简单|鲈鱼片和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","番茄 300g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鲈鱼片切块并擦干，番茄切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入番茄煮5分钟，再轻轻放入鲈鱼片。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鲈鱼片嫩豆腐|平静,满足,期待|20|简单|鲈鱼片和嫩豆腐搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","嫩豆腐 250g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鲈鱼片吸干水分，嫩豆腐切好铺在耐热盘底。","把鲈鱼片放在嫩豆腐上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鲈鱼片嫩豆腐|低落,疲惫,想家|28|简单|鲈鱼片和嫩豆腐搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","嫩豆腐 250g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鲈鱼片切块并擦干，嫩豆腐切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入嫩豆腐煮5分钟，再轻轻放入鲈鱼片。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鲈鱼片丝瓜|平静,满足,期待|20|简单|鲈鱼片和丝瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","丝瓜 250g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鲈鱼片吸干水分，丝瓜切好铺在耐热盘底。","把鲈鱼片放在丝瓜上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鲈鱼片丝瓜|低落,疲惫,想家|28|简单|鲈鱼片和丝瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","丝瓜 250g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鲈鱼片切块并擦干，丝瓜切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入丝瓜煮5分钟，再轻轻放入鲈鱼片。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鲈鱼片金针菇|平静,满足,期待|20|简单|鲈鱼片和金针菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","金针菇 180g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鲈鱼片吸干水分，金针菇切好铺在耐热盘底。","把鲈鱼片放在金针菇上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鲈鱼片金针菇|低落,疲惫,想家|28|简单|鲈鱼片和金针菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","金针菇 180g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鲈鱼片切块并擦干，金针菇切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入金针菇煮5分钟，再轻轻放入鲈鱼片。","小火煨至鱼肉熟透，加盐后关火。"]
清蒸鲈鱼片娃娃菜|平静,满足,期待|20|简单|鲈鱼片和娃娃菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","娃娃菜 250g","姜 8g","蒸鱼豉油 12ml","食用油 5ml"]|["将鲈鱼片吸干水分，娃娃菜切好铺在耐热盘底。","把鲈鱼片放在娃娃菜上，表面放姜丝。","水开后入锅蒸8至12分钟，确认鱼肉完全变白。","取出倒掉多余水分，淋蒸鱼豉油和热油。"]
番茄煨鲈鱼片娃娃菜|低落,疲惫,想家|28|简单|鲈鱼片和娃娃菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲈鱼片 300g","娃娃菜 250g","番茄 200g","姜 8g","清水 300ml","盐 3g"]|["将鲈鱼片切块并擦干，娃娃菜切成小块。","番茄切块入锅炒出汁，加入姜和清水煮开。","放入娃娃菜煮5分钟，再轻轻放入鲈鱼片。","小火煨至鱼肉熟透，加盐后关火。"]
家常煨嫩豆腐番茄|想家,平静,低落|25|简单|嫩豆腐和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","番茄 300g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将嫩豆腐切成2厘米块，番茄洗净切好。","锅中放油和蒜末，加入番茄翻炒至稍软。","加入嫩豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎嫩豆腐番茄|开心,满足,期待|22|简单|嫩豆腐和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","番茄 300g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将嫩豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把嫩豆腐两面煎至金黄后盛出。","用余油炒香蒜末和番茄，加少量清水焖熟。","放回嫩豆腐，淋生抽并轻轻翻匀。"]
家常煨嫩豆腐海鲜菇|想家,平静,低落|25|简单|嫩豆腐和海鲜菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","海鲜菇 180g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将嫩豆腐切成2厘米块，海鲜菇洗净切好。","锅中放油和蒜末，加入海鲜菇翻炒至稍软。","加入嫩豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎嫩豆腐海鲜菇|开心,满足,期待|22|简单|嫩豆腐和海鲜菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","海鲜菇 180g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将嫩豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把嫩豆腐两面煎至金黄后盛出。","用余油炒香蒜末和海鲜菇，加少量清水焖熟。","放回嫩豆腐，淋生抽并轻轻翻匀。"]
家常煨嫩豆腐白菜|想家,平静,低落|25|简单|嫩豆腐和白菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","白菜 250g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将嫩豆腐切成2厘米块，白菜洗净切好。","锅中放油和蒜末，加入白菜翻炒至稍软。","加入嫩豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎嫩豆腐白菜|开心,满足,期待|22|简单|嫩豆腐和白菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","白菜 250g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将嫩豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把嫩豆腐两面煎至金黄后盛出。","用余油炒香蒜末和白菜，加少量清水焖熟。","放回嫩豆腐，淋生抽并轻轻翻匀。"]
家常煨嫩豆腐虾仁|想家,平静,低落|25|简单|嫩豆腐和虾仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","虾仁 150g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将嫩豆腐切成2厘米块，虾仁洗净切好。","锅中放油和蒜末，加入虾仁翻炒至稍软。","加入嫩豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎嫩豆腐虾仁|开心,满足,期待|22|简单|嫩豆腐和虾仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","虾仁 150g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将嫩豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把嫩豆腐两面煎至金黄后盛出。","用余油炒香蒜末和虾仁，加少量清水焖熟。","放回嫩豆腐，淋生抽并轻轻翻匀。"]
家常煨嫩豆腐猪肉末|想家,平静,低落|25|简单|嫩豆腐和猪肉末搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","猪肉末 150g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将嫩豆腐切成2厘米块，猪肉末洗净切好。","锅中放油和蒜末，加入猪肉末翻炒至稍软。","加入嫩豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎嫩豆腐猪肉末|开心,满足,期待|22|简单|嫩豆腐和猪肉末搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["嫩豆腐 350g","猪肉末 150g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将嫩豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把嫩豆腐两面煎至金黄后盛出。","用余油炒香蒜末和猪肉末，加少量清水焖熟。","放回嫩豆腐，淋生抽并轻轻翻匀。"]
家常煨北豆腐青椒|想家,平静,低落|25|简单|北豆腐和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","青椒 180g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将北豆腐切成2厘米块，青椒洗净切好。","锅中放油和蒜末，加入青椒翻炒至稍软。","加入北豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎北豆腐青椒|开心,满足,期待|22|简单|北豆腐和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","青椒 180g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将北豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把北豆腐两面煎至金黄后盛出。","用余油炒香蒜末和青椒，加少量清水焖熟。","放回北豆腐，淋生抽并轻轻翻匀。"]
家常煨北豆腐泡发木耳|想家,平静,低落|25|简单|北豆腐和泡发木耳搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","泡发木耳 150g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将北豆腐切成2厘米块，泡发木耳洗净切好。","锅中放油和蒜末，加入泡发木耳翻炒至稍软。","加入北豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎北豆腐泡发木耳|开心,满足,期待|22|简单|北豆腐和泡发木耳搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","泡发木耳 150g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将北豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把北豆腐两面煎至金黄后盛出。","用余油炒香蒜末和泡发木耳，加少量清水焖熟。","放回北豆腐，淋生抽并轻轻翻匀。"]
家常煨北豆腐芹菜|想家,平静,低落|25|简单|北豆腐和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","芹菜 200g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将北豆腐切成2厘米块，芹菜洗净切好。","锅中放油和蒜末，加入芹菜翻炒至稍软。","加入北豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎北豆腐芹菜|开心,满足,期待|22|简单|北豆腐和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","芹菜 200g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将北豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把北豆腐两面煎至金黄后盛出。","用余油炒香蒜末和芹菜，加少量清水焖熟。","放回北豆腐，淋生抽并轻轻翻匀。"]
家常煨北豆腐白菜|想家,平静,低落|25|简单|北豆腐和白菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","白菜 250g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将北豆腐切成2厘米块，白菜洗净切好。","锅中放油和蒜末，加入白菜翻炒至稍软。","加入北豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎北豆腐白菜|开心,满足,期待|22|简单|北豆腐和白菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","白菜 250g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将北豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把北豆腐两面煎至金黄后盛出。","用余油炒香蒜末和白菜，加少量清水焖熟。","放回北豆腐，淋生抽并轻轻翻匀。"]
家常煨北豆腐韭菜|想家,平静,低落|25|简单|北豆腐和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","韭菜 180g","蒜 5g","生抽 12ml","清水 200ml","食用油 8ml"]|["将北豆腐切成2厘米块，韭菜洗净切好。","锅中放油和蒜末，加入韭菜翻炒至稍软。","加入北豆腐、生抽和清水，轻轻推匀。","小火煨8分钟，待汤汁略浓后装盘。"]
蒜香煎北豆腐韭菜|开心,满足,期待|22|简单|北豆腐和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["北豆腐 350g","韭菜 180g","蒜 8g","生抽 10ml","淀粉 10g","食用油 12ml"]|["将北豆腐切厚片，表面薄薄拍上淀粉。","锅中放油，把北豆腐两面煎至金黄后盛出。","用余油炒香蒜末和韭菜，加少量清水焖熟。","放回北豆腐，淋生抽并轻轻翻匀。"]
滑炒鸡蛋番茄|开心,疲惫,满足|12|简单|鸡蛋和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","番茄 300g","盐 2g","食用油 12ml"]|["把鸡蛋打散并加一半盐，番茄洗净切好。","热锅放一半油，将蛋液炒至刚凝固后盛出。","补入余油，把番茄炒至熟透。","倒回鸡蛋，加余盐快速翻匀后出锅。"]
软嫩烘蛋鸡蛋番茄|平静,害羞,期待|18|简单|鸡蛋和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","番茄 300g","牛奶 30ml","盐 2g","食用油 8ml"]|["把番茄切碎并炒至断生。","鸡蛋与牛奶、盐搅匀，再拌入炒好的番茄。","平底锅刷油，倒入蛋液后转最小火。","加盖烘至中心凝固，切块装盘。"]
滑炒鸡蛋韭菜|开心,疲惫,满足|12|简单|鸡蛋和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","韭菜 180g","盐 2g","食用油 12ml"]|["把鸡蛋打散并加一半盐，韭菜洗净切好。","热锅放一半油，将蛋液炒至刚凝固后盛出。","补入余油，把韭菜炒至熟透。","倒回鸡蛋，加余盐快速翻匀后出锅。"]
软嫩烘蛋鸡蛋韭菜|平静,害羞,期待|18|简单|鸡蛋和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","韭菜 180g","牛奶 30ml","盐 2g","食用油 8ml"]|["把韭菜切碎并炒至断生。","鸡蛋与牛奶、盐搅匀，再拌入炒好的韭菜。","平底锅刷油，倒入蛋液后转最小火。","加盖烘至中心凝固，切块装盘。"]
滑炒鸡蛋虾仁|开心,疲惫,满足|12|简单|鸡蛋和虾仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","虾仁 150g","盐 2g","食用油 12ml"]|["把鸡蛋打散并加一半盐，虾仁洗净切好。","热锅放一半油，将蛋液炒至刚凝固后盛出。","补入余油，把虾仁炒至熟透。","倒回鸡蛋，加余盐快速翻匀后出锅。"]
软嫩烘蛋鸡蛋虾仁|平静,害羞,期待|18|简单|鸡蛋和虾仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","虾仁 150g","牛奶 30ml","盐 2g","食用油 8ml"]|["把虾仁切碎并炒至断生。","鸡蛋与牛奶、盐搅匀，再拌入炒好的虾仁。","平底锅刷油，倒入蛋液后转最小火。","加盖烘至中心凝固，切块装盘。"]
滑炒鸡蛋菠菜|开心,疲惫,满足|12|简单|鸡蛋和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","菠菜 200g","盐 2g","食用油 12ml"]|["把鸡蛋打散并加一半盐，菠菜洗净切好。","热锅放一半油，将蛋液炒至刚凝固后盛出。","补入余油，把菠菜炒至熟透。","倒回鸡蛋，加余盐快速翻匀后出锅。"]
软嫩烘蛋鸡蛋菠菜|平静,害羞,期待|18|简单|鸡蛋和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","菠菜 200g","牛奶 30ml","盐 2g","食用油 8ml"]|["把菠菜切碎并炒至断生。","鸡蛋与牛奶、盐搅匀，再拌入炒好的菠菜。","平底锅刷油，倒入蛋液后转最小火。","加盖烘至中心凝固，切块装盘。"]
滑炒鸡蛋苦瓜|开心,疲惫,满足|12|简单|鸡蛋和苦瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","苦瓜 220g","盐 2g","食用油 12ml"]|["把鸡蛋打散并加一半盐，苦瓜洗净切好。","热锅放一半油，将蛋液炒至刚凝固后盛出。","补入余油，把苦瓜炒至熟透。","倒回鸡蛋，加余盐快速翻匀后出锅。"]
软嫩烘蛋鸡蛋苦瓜|平静,害羞,期待|18|简单|鸡蛋和苦瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡蛋 4个","苦瓜 220g","牛奶 30ml","盐 2g","食用油 8ml"]|["把苦瓜切碎并炒至断生。","鸡蛋与牛奶、盐搅匀，再拌入炒好的苦瓜。","平底锅刷油，倒入蛋液后转最小火。","加盖烘至中心凝固，切块装盘。"]
肉末快炒瘦肉末茄子|想家,嘴馋,满足|20|简单|瘦肉末和茄子搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","茄子 300g","蒜 5g","生抽 12ml","食用油 10ml"]|["将茄子洗净切丁，瘦肉末用生抽拌匀。","热锅放油，把瘦肉末炒散至完全变色。","加入蒜末和茄子，中火翻炒至熟。","沿锅边加少量清水，收干后装盘。"]
酱香烧瘦肉末茄子|期待,疲惫,想家|28|普通|瘦肉末和茄子搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","茄子 300g","姜 5g","生抽 15ml","清水 220ml","食用油 8ml"]|["将茄子切成均匀块状，瘦肉末抓散备用。","锅中放油炒香姜末，加入瘦肉末炒至变色。","放入茄子、生抽和清水，煮开后转小火。","焖至茄子软熟，开盖收汁。"]
肉末快炒瘦肉末嫩豆腐|想家,嘴馋,满足|20|简单|瘦肉末和嫩豆腐搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","嫩豆腐 300g","蒜 5g","生抽 12ml","食用油 10ml"]|["将嫩豆腐洗净切丁，瘦肉末用生抽拌匀。","热锅放油，把瘦肉末炒散至完全变色。","加入蒜末和嫩豆腐，中火翻炒至熟。","沿锅边加少量清水，收干后装盘。"]
酱香烧瘦肉末嫩豆腐|期待,疲惫,想家|28|普通|瘦肉末和嫩豆腐搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","嫩豆腐 300g","姜 5g","生抽 15ml","清水 220ml","食用油 8ml"]|["将嫩豆腐切成均匀块状，瘦肉末抓散备用。","锅中放油炒香姜末，加入瘦肉末炒至变色。","放入嫩豆腐、生抽和清水，煮开后转小火。","焖至嫩豆腐软熟，开盖收汁。"]
肉末快炒瘦肉末豆角|想家,嘴馋,满足|20|简单|瘦肉末和豆角搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","豆角 250g","蒜 5g","生抽 12ml","食用油 10ml"]|["将豆角洗净切丁，瘦肉末用生抽拌匀。","热锅放油，把瘦肉末炒散至完全变色。","加入蒜末和豆角，中火翻炒至熟。","沿锅边加少量清水，收干后装盘。"]
酱香烧瘦肉末豆角|期待,疲惫,想家|28|普通|瘦肉末和豆角搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","豆角 250g","姜 5g","生抽 15ml","清水 220ml","食用油 8ml"]|["将豆角切成均匀块状，瘦肉末抓散备用。","锅中放油炒香姜末，加入瘦肉末炒至变色。","放入豆角、生抽和清水，煮开后转小火。","焖至豆角软熟，开盖收汁。"]
肉末快炒瘦肉末冬瓜|想家,嘴馋,满足|20|简单|瘦肉末和冬瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","冬瓜 300g","蒜 5g","生抽 12ml","食用油 10ml"]|["将冬瓜洗净切丁，瘦肉末用生抽拌匀。","热锅放油，把瘦肉末炒散至完全变色。","加入蒜末和冬瓜，中火翻炒至熟。","沿锅边加少量清水，收干后装盘。"]
酱香烧瘦肉末冬瓜|期待,疲惫,想家|28|普通|瘦肉末和冬瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","冬瓜 300g","姜 5g","生抽 15ml","清水 220ml","食用油 8ml"]|["将冬瓜切成均匀块状，瘦肉末抓散备用。","锅中放油炒香姜末，加入瘦肉末炒至变色。","放入冬瓜、生抽和清水，煮开后转小火。","焖至冬瓜软熟，开盖收汁。"]
肉末快炒瘦肉末蒜薹|想家,嘴馋,满足|20|简单|瘦肉末和蒜薹搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","蒜薹 220g","蒜 5g","生抽 12ml","食用油 10ml"]|["将蒜薹洗净切丁，瘦肉末用生抽拌匀。","热锅放油，把瘦肉末炒散至完全变色。","加入蒜末和蒜薹，中火翻炒至熟。","沿锅边加少量清水，收干后装盘。"]
酱香烧瘦肉末蒜薹|期待,疲惫,想家|28|普通|瘦肉末和蒜薹搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["猪瘦肉末 250g","蒜薹 220g","姜 5g","生抽 15ml","清水 220ml","食用油 8ml"]|["将蒜薹切成均匀块状，瘦肉末抓散备用。","锅中放油炒香姜末，加入瘦肉末炒至变色。","放入蒜薹、生抽和清水，煮开后转小火。","焖至蒜薹软熟，开盖收汁。"]
清炖排骨土豆|疲惫,低落,想家|70|普通|排骨和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","土豆 300g","姜 10g","清水 900ml","盐 4g"]|["将排骨冷水下锅煮开3分钟，捞出洗净浮沫。","把土豆去皮或洗净，切成大块。","锅中加入排骨、姜和清水，小火炖45分钟。","放入土豆继续炖至软熟，最后加盐。"]
酱香焖排骨土豆|嘴馋,期待,得意|65|普通|排骨和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","土豆 300g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将排骨焯水洗净，土豆切成大块。","锅中放油和姜，把排骨翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入土豆焖至软熟，开盖收汁。"]
清炖排骨甜玉米|疲惫,低落,想家|70|普通|排骨和甜玉米搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","甜玉米 1根","姜 10g","清水 900ml","盐 4g"]|["将排骨冷水下锅煮开3分钟，捞出洗净浮沫。","把甜玉米去皮或洗净，切成大块。","锅中加入排骨、姜和清水，小火炖45分钟。","放入甜玉米继续炖至软熟，最后加盐。"]
酱香焖排骨甜玉米|嘴馋,期待,得意|65|普通|排骨和甜玉米搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","甜玉米 1根","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将排骨焯水洗净，甜玉米切成大块。","锅中放油和姜，把排骨翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入甜玉米焖至软熟，开盖收汁。"]
